datetimeindex,quarter,month,weeknum,weekday,hour,minute,open,high,low,close,volume,log_close,log_volume,diff_close,log_close_close_shift,sin_close,y
2021-09-01 00:15:00,3,9,35,2,0,15,1.177,1.1864,1.175,1.1855,6467103.0,0.17016462652332312,15.682238807315967,0.008199999999999985,1.0069650896118236,0.9266871037486415,1.0
2021-09-01 00:30:00,3,9,35,2,0,30,1.1856,1.1857,1.1711,1.1732,4502507.0,0.15973505812115893,15.320144910722878,-0.012299999999999978,0.9896246309574019,0.9219943667561371,1.0
2021-09-01 00:45:00,3,9,35,2,0,45,1.1732,1.1733,1.1603,1.1618,6048913.0,0.14997052657629503,15.615389144443052,-0.011400000000000077,0.9902829867030344,0.917520434315905,1.0
2021-09-01 01:00:00,3,9,35,2,1,0,1.1617,1.1699,1.158,1.1628,5861400.0,0.15083088970258385,15.583899040869088,0.001000000000000112,1.0008607333448098,0.9179176641272164,1.0
2021-09-01 01:15:00,3,9,35,2,1,15,1.1626,1.1721,1.1596,1.1706,3916018.0,0.15751643787498354,15.180585879149042,0.007800000000000029,1.0067079463364292,0.9209845229975725,1.0
2021-09-01 01:30:00,3,9,35,2,1,30,1.1706,1.1734,1.1636,1.1699,3137993.0,0.15691827507141873,14.959093981552423,-0.000700000000000145,0.99940201606014,0.9207115779640168,1.0
2021-09-01 01:45:00,3,9,35,2,1,45,1.17,1.18,1.1686,1.1758,4112351.0,0.16194876698601748,15.229505442396366,0.005900000000000016,1.0050431660825712,0.9229979778362934,1.0
2021-09-01 02:00:00,3,9,35,2,2,0,1.1758,1.1765,1.1685,1.1719,3487973.0,0.15862636328241955,15.064831323155358,-0.0039000000000000146,0.9966831093723422,0.921490223535984,1.0
2021-09-01 02:15:00,3,9,35,2,2,15,1.1719,1.1783,1.1687,1.1771,2797405.0,0.16305378643629792,14.844202759699733,0.0052000000000000934,1.0044372386722418,0.9234974440001943,1.0
2021-09-01 02:30:00,3,9,35,2,2,30,1.1773,1.1843,1.1747,1.1781,4000569.0,0.16390297126993653,15.201947158967593,0.0009999999999998899,1.000849545493161,0.9238805867638334,1.0
