,ADAUSDT,AVAXUSDT,BNBUSDT,BTCUSDT,DOGEUSDT,DOTUSDT,ETHUSDT,LUNAUSDT,SOLUSDT,XRPUSDT,total,total_sum
241,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.02,7.074
242,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,7.074
243,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.014,7.06
244,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.001,0.0,0.0,0.079,7.138999999999999
245,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.001,-0.033,7.105999999999999
246,0.0,-0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.04,7.145999999999999
247,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.01,7.135999999999999
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,7.171999999999999
249,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.013,7.158999999999999
250,-0.0,-0.001,-0.0,-0.002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.142,7.016999999999999
251,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.049,6.967999999999998
252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.017,6.950999999999998
253,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.022,6.928999999999998
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.041,6.969999999999998
255,-0.0,-0.001,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.044,6.925999999999998
256,-0.0,-0.0,-0.0,-0.001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.052,6.873999999999999
257,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.011,6.862999999999999
258,-0.0,-0.0,-0.0,-0.002,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.073,6.789999999999998
259,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01,6.7799999999999985
260,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.062,6.841999999999999
261,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.099,6.940999999999999
262,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.005,6.935999999999999
263,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.001,-0.0,-0.043,6.892999999999999
264,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.021,6.913999999999999
265,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.002,-0.0,-0.065,6.848999999999998
266,-0.0,0.001,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.015,6.863999999999998
267,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,6.882999999999998
268,-0.0,-0.0,-0.001,-0.0,-0.0,-0.0,-0.0,-0.002,-0.0,-0.0,-0.082,6.800999999999998
269,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.07,6.870999999999999
270,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.009,6.879999999999999
271,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.039,6.918999999999999
272,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.001,6.919999999999999
273,0.0,0.0,0.0,0.0,0.001,-0.0,0.0,0.0,0.001,0.0,0.034,6.953999999999999
274,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.001,0.0,-0.013,6.940999999999999
275,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.007,6.947999999999999
276,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.011,6.9369999999999985
277,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.004,6.940999999999998
278,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.012,6.9289999999999985
279,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001,-0.001,-0.0,-0.001,-0.064,6.864999999999998
280,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.054,6.918999999999999
281,0.0,-0.0,-0.001,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.012,6.906999999999999
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.006,6.912999999999999
283,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,6.9079999999999995
284,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,6.920999999999999
285,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.001,0.0,0.0,0.015,6.935999999999999
286,-0.001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.018,6.917999999999999
287,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.002,-0.022,6.895999999999999
288,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001,6.894999999999999
289,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.002,6.892999999999999
290,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.017,6.909999999999999
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.909999999999999
292,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,6.909999999999999
293,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.004,6.913999999999999
294,0.0,0.0,0.0,0.0,0.001,-0.0,0.0,0.0,0.0,0.0,0.007,6.9209999999999985
295,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0,0.0,0.0,0.005,6.925999999999998
296,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.001,6.926999999999999
297,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.001,-0.0,-0.0,0.001,6.927999999999999
298,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.001,6.928999999999999
